InvoiceNo,Quantity,UnitPrice,CustomerID,TotalPrice,Year,Month,Day,Weekday,Cluster
9022,5,299.6752613720688,1072,1498.376306860344,2011,2,2,5,3
6452,71,90.1481717621722,1005,6400.520195114226,2011,5,28,0,3
4567,57,73.70692099211273,1057,4201.294496550426,2012,9,20,3,3
4899,6,3.055788878942264,1046,18.334733273653583,2012,2,15,3,3
7477,49,470.4877112968343,1004,23053.89785354488,2011,2,10,2,3
8500,22,414.7969932687085,1060,9125.533851911588,2011,8,4,6,3
2016,77,39.66030307172158,1055,3053.843336522561,2011,12,23,4,3
7470,76,300.08842942344467,1034,22806.720636181795,2012,3,8,2,3
3062,4,117.2162191648172,1094,468.8648766592688,2010,3,11,1,3
5321,72,132.7439251876637,1012,9557.56261351179,2012,6,17,2,3
4496,64,437.2109905163202,1025,27981.50339304449,2010,6,7,6,3
2813,37,58.04854705499992,1085,2147.796241034997,2010,6,11,6,3
7256,31,301.1435776958587,1095,9335.45090857162,2012,5,22,5,3
3313,37,201.2265119545256,1063,7445.380942317446,2010,4,10,4,3
2231,45,96.20949921551453,1078,4329.427464698153,2011,12,1,1,3
6831,90,226.50711955606857,1010,20385.64076004617,2012,9,8,5,3
3999,8,470.304154265958,1061,3762.433234127664,2010,11,5,6,3
4440,40,391.0234145660456,1079,15640.936582641823,2011,4,13,6,3
5056,97,66.92358928046981,1046,6491.588160205572,2010,1,7,4,3
1305,93,424.865440119106,1069,39512.48593107686,2010,8,24,6,3
2689,5,468.7828239647341,1074,2343.9141198236707,2011,11,23,1,3
4917,28,139.2051761402614,1057,3897.74493192732,2011,8,11,6,3
8080,81,167.37642806215848,1009,13557.490673034838,2012,11,12,2,3
9611,87,64.02865338440543,1015,5570.492844443273,2010,3,14,4,3
3936,9,173.12511210644934,1011,1558.126008958044,2012,9,12,5,3
4862,2,336.89725777266653,1070,673.7945155453331,2012,7,26,5,3
6649,63,136.8053525330376,1090,8618.737209581368,2010,7,28,4,3
4261,96,4.405680372693077,1087,422.94531577853536,2010,5,1,5,3
2819,51,169.93377916910225,1049,8666.622737624215,2012,12,6,5,3
2342,31,227.1338404553976,1014,7041.149054117325,2011,12,27,6,3
6560,7,283.6116626729339,1058,1985.2816387105368,2012,3,11,0,3
3226,30,342.22872707465183,1069,10266.861812239556,2010,10,11,0,3
2079,58,31.83038777015628,1061,1846.1624906690645,2011,12,12,3,3
5206,3,235.40622070442112,1082,706.2186621132633,2012,5,1,6,3
7280,51,133.91486887932518,1071,6829.658312845584,2010,3,20,0,3
8235,56,474.03681320670427,1061,26546.06153957544,2011,3,20,4,3
1813,73,180.58935638716736,1099,13183.023016263218,2011,1,24,3,3
6089,10,50.96172566121531,1049,509.61725661215314,2011,4,6,2,3
3031,61,21.70425389501398,1076,1323.9594875958528,2010,9,23,6,3
9514,50,133.43753790985832,1053,6671.876895492916,2012,12,13,3,3
6911,47,90.26049070243866,1053,4242.243063014617,2010,6,12,5,3
3653,90,325.2500138124926,1096,29272.501243124338,2010,6,10,1,3
4340,1,423.63630431210896,1095,423.63630431210896,2011,6,23,6,3
8876,94,156.96679303166098,1027,14754.878544976133,2012,5,7,3,3
2141,57,289.3179360252847,1050,16491.122353441227,2011,2,10,0,3
9558,38,365.4223332135455,1073,13886.04866211473,2010,5,18,6,3
3897,62,199.84535688052816,1032,12390.412126592746,2011,11,6,6,3
5041,79,34.09648005769572,1000,2693.621924557962,2010,10,24,2,3
3038,89,115.36327055296483,1084,10267.33107921387,2010,3,8,1,3
5270,70,441.64983823625295,1068,30915.488676537705,2010,10,20,3,3
5683,82,412.4156528611925,1000,33818.08353461779,2011,11,23,2,3
1494,65,44.17973188313461,1054,2871.6825724037494,2012,2,9,0,3
8116,62,112.75041296025316,1084,6990.525603535696,2011,12,16,6,3
2784,56,384.8134757795367,1088,21549.554643654054,2010,4,24,2,3
4510,67,243.4632177624212,1083,16312.03559008222,2011,10,2,2,3
4786,17,380.2235488161664,1044,6463.80032987483,2010,9,11,1,3
6266,8,106.3351433594111,1072,850.6811468752888,2012,7,24,4,3
6428,60,476.39637144596713,1079,28583.78228675803,2012,10,19,0,3
7681,40,392.02011695114976,1091,15680.80467804599,2010,9,4,1,3
7893,81,99.52871008817802,1039,8061.825517142419,2012,3,3,1,3
5658,89,279.6661511393145,1060,24890.28745139899,2010,2,15,1,3
8082,62,57.43546692003265,1035,3560.9989490420244,2011,9,8,4,3
7869,41,181.3559727481248,1023,7435.5948826731155,2011,6,4,4,3
8607,12,330.1510628692849,1079,3961.8127544314175,2012,10,11,6,3
8669,93,165.73371627645707,1013,15413.235613710507,2012,4,17,3,3
7219,89,328.722439483226,1097,29256.29711400711,2010,4,9,3,3
5534,54,123.1449528657202,1087,6649.827454748892,2012,10,25,0,3
6979,89,360.8821834860004,1074,32118.51433025404,2012,10,1,5,3
9890,93,180.43519738604465,1099,16780.47335690215,2012,6,8,0,3
2312,11,395.4501541848072,1000,4349.951696032878,2010,7,2,4,3
3962,60,69.20826744418896,1046,4152.496046651338,2011,12,23,4,3
3938,68,181.62699672679037,1075,12350.635777421743,2010,11,13,4,3
4197,78,232.5022944335674,1020,18135.178965818257,2010,10,1,6,3
6296,46,212.49891672578772,1072,9774.950169386237,2012,5,22,1,3
8204,38,217.11415775564967,1038,8250.337994714688,2011,8,10,4,3
6730,61,222.9568633391912,1002,13600.368663690664,2010,10,12,1,3
1126,17,494.412959091093,1015,8405.020304548581,2012,12,27,1,3
6602,66,97.38539453155772,1067,6427.43603908281,2010,1,11,0,3
2191,72,384.56325142379353,1025,27688.55410251313,2012,1,10,6,3
3639,36,276.34260177222234,1053,9948.333663800004,2011,4,14,2,3
2366,74,207.4005806368172,1012,15347.642967124471,2011,8,14,3,3
7453,7,317.130829870457,1060,2219.9158090931987,2012,11,8,3,3
7671,16,426.9121901068021,1019,6830.595041708834,2010,8,11,6,3
7683,14,233.85254361258995,1082,3273.935610576259,2010,6,22,0,3
5539,80,432.53588311157273,1026,34602.87064892582,2011,5,9,0,3
9876,25,47.80536914456589,1001,1195.134228614147,2010,10,15,4,3
3887,4,326.8890267745563,1009,1307.5561070982253,2012,10,27,4,3
5086,29,167.25685059911075,1059,4850.448667374212,2012,2,1,4,3
3261,56,193.97094830880988,1088,10862.373105293353,2012,5,25,1,3
5180,6,285.9388557012475,1018,1715.633134207485,2011,12,19,1,3
3841,1,240.47848235048855,1014,240.47848235048855,2011,5,18,4,3
7040,39,191.50793981641732,1046,7468.809652840277,2011,2,12,6,3
4560,1,154.85338748804597,1023,154.85338748804597,2012,8,8,1,3
5758,63,309.5393358135346,1015,19500.97815625268,2011,10,26,0,3
1626,57,253.284246262983,1080,14437.202036990033,2012,5,5,4,3
6014,67,162.33125362992934,1059,10876.193993205265,2010,5,13,3,3
2375,65,103.27554841990184,1079,6712.910647293619,2011,12,17,3,3
2181,65,387.45962978591234,1081,25184.875936084303,2010,1,1,5,3
6708,21,400.057747339416,1048,8401.212694127737,2010,1,2,1,3
1490,30,107.68027536312113,1003,3230.4082608936337,2011,11,7,3,3
4729,96,131.56285760905556,1065,12630.034330469334,2011,1,2,4,3
6974,33,120.33236822824196,1048,3970.968151531985,2010,8,25,6,3
4534,48,442.4003030426942,1030,21235.21454604932,2010,10,22,3,3
4296,22,387.2910601498634,1065,8520.403323296996,2010,2,4,0,3
2940,94,38.21218810174036,1053,3591.945681563594,2012,8,28,1,3
6014,54,416.5003089637158,1001,22491.016684040653,2010,12,13,3,3
2882,4,19.389058542170023,1060,77.55623416868009,2012,6,14,1,3
5908,87,127.34669570052334,1014,11079.16252594553,2011,5,20,0,3
3987,55,459.5767006642109,1059,25276.7185365316,2010,6,3,3,3
6585,44,432.30131608833847,1042,19021.25790788689,2011,4,9,5,3
4159,89,390.9358228475828,1092,34793.28823343487,2010,12,18,4,3
5530,12,229.31606732551555,1097,2751.7928079061867,2011,11,25,2,3
1681,81,161.38563640898388,1039,13072.236549127694,2010,3,16,6,3
6254,79,440.8913729326879,1095,34830.41846168234,2012,11,19,3,3
2073,74,328.87997104433686,1084,24337.11785728093,2011,4,20,0,3
3387,99,148.45891866884892,1029,14697.432948216045,2011,9,9,5,3
3693,52,232.13474310475868,1062,12071.006641447451,2010,8,19,5,3
5340,93,440.868610908548,1023,41000.78081449496,2012,11,6,2,3
3156,76,451.8242626030325,1043,34338.64395783047,2012,8,12,5,3
8966,65,329.991744891893,1013,21449.46341797305,2012,1,15,3,3
3580,65,366.5453744977999,1027,23825.44934235699,2010,5,21,1,3
8257,10,20.60961878117297,1013,206.0961878117297,2011,6,6,0,3
3159,18,302.69565331095686,1055,5448.521759597224,2010,9,5,3,3
7772,47,344.8072916171175,1033,16205.942706004524,2012,10,14,6,3
2627,66,11.168196393035588,1077,737.1009619403488,2012,10,27,6,3
9219,49,422.0856349901715,1088,20682.196114518403,2011,6,19,0,3
8080,72,464.2142208137198,1011,33423.423898587826,2010,1,18,4,3
2985,22,119.73028975697522,1055,2634.066374653455,2010,1,26,2,3
9488,86,423.05217041578527,1060,36382.48665575753,2012,12,13,2,3
3181,26,333.090778771873,1060,8660.360248068697,2011,7,9,4,3
3296,90,290.76721405534903,1039,26169.04926498141,2011,3,20,2,3
8164,9,421.7198608708851,1019,3795.478747837966,2012,7,26,2,3
3597,21,143.51965733685662,1041,3013.9128040739893,2010,5,28,5,3
1901,95,395.63723266574016,1006,37585.53710324531,2010,1,22,6,3
7060,63,157.94586306643342,1078,9950.589373185305,2011,11,25,4,3
2677,6,393.9408149111288,1072,2363.644889466773,2011,8,21,1,3
3881,14,226.07594887247228,1067,3165.063284214612,2012,9,7,5,3
6622,33,59.355790275047134,1030,1958.7410790765557,2011,6,28,2,3
9052,71,191.37841029268927,1086,13587.867130780938,2010,2,21,1,3
2378,24,117.51314587656556,1069,2820.315501037574,2010,9,12,0,3
2248,73,51.165243842323335,1091,3735.062800489603,2011,2,9,0,3
6650,75,56.03324714340882,1075,4202.4935357556615,2012,6,2,6,3
7079,87,390.2556278535209,1046,33952.23962325632,2010,10,3,2,3
8036,51,440.8175284087113,1050,22481.69394884428,2010,4,5,0,3
7487,2,463.63743059681946,1057,927.2748611936388,2012,6,18,4,3
2058,15,427.11913999289686,1021,6406.787099893453,2011,4,28,2,3
3048,35,415.2818245454354,1023,14534.86385909024,2010,11,14,4,3
7115,36,35.34908990678639,1033,1272.56723664431,2010,3,22,6,3
5248,92,395.2716737661335,1062,36364.99398648428,2012,12,26,1,3
3476,39,391.8580471685691,1059,15282.463839574197,2011,11,19,3,3
5603,4,66.51390665820198,1018,266.0556266328079,2012,8,21,3,3
4553,64,331.34260673538154,1023,21205.92683106442,2012,5,5,5,3
1220,74,226.80116089318147,1063,16783.28590609543,2011,1,10,6,3
5818,6,450.1067482125633,1019,2700.64048927538,2010,8,16,2,3
8192,57,348.00877283543804,1097,19836.50005161997,2012,3,24,6,3
5623,30,475.5427806507518,1026,14266.283419522557,2010,4,25,4,3
8349,99,53.3563999920472,1057,5282.283599212672,2010,9,20,3,3
6618,74,21.2630499117442,1043,1573.4656934690706,2010,3,26,2,3
8209,96,486.8160995225125,1092,46734.3455541612,2010,5,1,6,3
5576,67,41.01588856100728,1064,2748.064533587488,2012,12,21,5,3
2871,90,193.71171463420453,1045,17434.054317078408,2011,8,4,6,3
8915,15,325.3353405030268,1099,4880.030107545403,2010,6,5,3,3
2462,17,440.1482799937078,1053,7482.520759893032,2010,3,11,6,3
6521,91,128.0340817887491,1038,11651.101442776167,2010,8,14,5,3
9536,18,15.500047730626644,1006,279.0008591512796,2011,5,25,3,3
9236,19,261.1221084590956,1053,4961.320060722816,2010,6,24,0,3
8813,76,236.0848981158484,1042,17942.452256804478,2011,11,27,6,3
3068,88,154.1396979123507,1019,13564.293416286862,2012,3,11,6,3
6753,69,437.0757843832231,1083,30158.229122442397,2011,8,27,6,3
8237,24,374.9117636200341,1024,8997.88232688082,2010,4,24,2,3
8016,91,429.20007521642407,1042,39057.20684469459,2012,9,8,5,3
7191,48,81.7426707791224,1084,3923.6481973978753,2011,5,1,5,3
2514,30,346.5135675112302,1072,10395.407025336905,2010,1,28,3,3
3598,15,487.5757659740098,1026,7313.636489610147,2012,9,7,5,3
2001,47,306.34503201253744,1091,14398.21650458926,2012,8,13,2,3
2033,44,86.51081828244759,1024,3806.4760044276936,2011,5,20,0,3
7899,98,497.8944168395991,1035,48793.65285028071,2010,3,6,2,3
9465,27,264.63346719763075,1097,7145.103614336031,2011,9,4,6,3
6051,84,420.1894501198473,1065,35295.91381006718,2012,12,12,0,3
5476,64,75.53136226778524,1008,4834.007185138255,2012,7,5,6,3
1478,41,333.3820126612028,1082,13668.662519109315,2010,12,5,3,3
1515,96,456.39623140372805,1078,43814.03821475789,2012,11,17,5,3
2191,68,266.47689173685774,1052,18120.428638106325,2010,8,6,5,3
7297,5,145.0413702318174,1020,725.206851159087,2011,3,10,3,3
1271,53,64.58349215083567,1049,3422.92508399429,2012,6,16,3,3
9334,8,148.67638795392682,1015,1189.4111036314146,2012,12,24,0,3
8778,22,178.08721726050211,1065,3917.9187797310474,2010,4,21,1,3
7008,7,355.26759750968495,1025,2486.873182567794,2010,3,14,0,3
8987,22,90.13208210777135,1043,1982.90580637097,2011,4,10,0,3
4332,46,53.9463230019884,1028,2481.5308580914666,2010,2,28,6,3
1787,30,194.0828309758435,1096,5822.484929275305,2012,5,22,5,3
7222,16,229.86815458815977,1097,3677.890473410556,2011,8,21,4,3
1622,79,314.564141056535,1045,24850.567143466265,2011,5,17,3,3
4841,5,354.05811934916863,1090,1770.2905967458432,2011,2,5,3,3
4676,67,444.7495767079662,1070,29798.221639433734,2010,7,2,6,3
3572,23,145.18782919849,1048,3339.3200715652697,2010,8,4,4,3
7915,61,264.77530352327256,1014,16151.293514919626,2012,11,18,5,3
6033,74,183.65431269472955,1016,13590.419139409987,2011,12,8,1,3
8788,5,1.709414343464052,1008,8.54707171732026,2011,4,14,2,3
6214,23,290.1364795372439,1076,6673.139029356609,2011,3,13,3,3
5712,79,408.0822417598982,1031,32238.49709903196,2012,8,7,3,3
1066,82,19.18330356559365,1065,1573.0308923786793,2010,10,9,0,3
8533,25,2.7423875428821503,1058,68.55968857205376,2011,2,4,1,3
5616,8,364.1813848488583,1031,2913.451078790866,2010,7,5,1,3
2140,95,342.2460027794078,1083,32513.370264043737,2010,10,15,5,3
6730,21,203.52020056217543,1042,4273.9242118056845,2010,8,9,1,3
8465,2,331.14083592883395,1082,662.2816718576679,2010,5,25,1,3
5471,22,476.7396501929694,1090,10488.272304245327,2010,7,18,4,3
4339,72,124.68353548109653,1099,8977.21455463895,2012,12,28,0,3
1548,87,123.71737067126033,1058,10763.411248399649,2010,9,27,6,3
8675,96,93.92987017734272,1029,9017.267537024902,2011,8,14,5,3
9264,72,362.2693882369014,1010,26083.3959530569,2011,5,15,6,3
1198,68,177.2414298474987,1079,12052.417229629911,2011,4,1,4,3
1571,64,494.3578738595782,1025,31638.903927013005,2012,3,19,4,3
1790,94,357.6098028251185,1093,33615.32146556114,2010,6,26,2,3
2174,19,184.3210664370449,1001,3502.100262303853,2011,4,1,0,3
1178,87,75.44383099766891,1033,6563.613296797195,2011,11,6,1,3
3244,82,296.4203834473334,1040,24306.471442681337,2011,4,8,5,3
5086,53,148.15672329511634,1085,7852.306334641165,2010,7,4,0,3
1734,93,452.84903156684703,1030,42114.959935716775,2011,10,16,1,3
7232,87,221.2607955383609,1062,19249.6892118374,2010,5,11,2,3
1798,97,147.03233230473853,1054,14262.136233559637,2011,1,4,3,3
8601,52,294.68735547076966,1060,15323.742484480024,2011,5,11,4,3
9979,47,69.35027598456126,1084,3259.4629712743795,2010,6,10,2,3
3795,82,281.2129873286363,1035,23059.46496094818,2011,1,17,4,3
5588,54,28.999627781350355,1039,1565.979900192919,2012,3,9,5,3
8297,44,303.8374521918566,1022,13368.84789644169,2010,6,10,1,3
4084,97,265.551758106813,1025,25758.520536360866,2011,7,8,5,3
1731,7,260.8622250873468,1017,1826.035575611428,2012,7,14,1,3
2129,92,342.3980291418325,1078,31500.618681048592,2012,7,13,6,3
2605,1,23.18385059891566,1033,23.18385059891566,2010,9,3,2,3
3933,63,230.40600085051776,1085,14515.578053582618,2011,2,14,3,3
9516,98,222.5752928571469,1027,21812.3787000004,2010,3,14,3,3
6074,39,230.43143847940715,1048,8986.826100696879,2012,7,3,4,3
8099,19,489.9655945616063,1063,9309.34629667052,2012,6,16,1,3
2490,31,70.49995809898591,1070,2185.498701068563,2010,1,10,1,3
1893,77,345.52444877273666,1062,26605.382555500724,2010,10,4,3,3
2390,24,201.59607255189965,1061,4838.305741245592,2011,7,20,6,3
4389,69,256.3515356379323,1041,17688.255959017326,2012,2,18,1,3
5239,87,381.4345590222419,1023,33184.80663493505,2010,4,4,5,3
5479,83,79.53034584416703,1034,6601.018705065863,2012,7,2,1,3
3263,65,382.0290211056096,1076,24831.886371864624,2010,4,11,2,3
4432,33,36.09506055953536,1054,1191.136998464667,2011,6,15,3,3
3371,59,242.17144609370663,1048,14288.115319528692,2012,11,11,6,3
5312,33,371.29335799209065,1076,12252.68081373899,2011,9,23,3,3
2515,32,97.083176221995,1094,3106.66163910384,2011,5,21,5,3
7326,59,385.6869073716763,1058,22755.5275349289,2012,3,23,6,3
8088,92,84.23944095594587,1082,7750.02856794702,2010,6,6,5,3
6586,41,399.82013971162354,1092,16392.625728176565,2011,4,18,0,3
3917,12,234.9988508979769,1021,2819.986210775723,2011,9,28,5,3
6731,73,342.6345275996903,1084,25012.32051477739,2012,2,18,3,3
8686,11,458.785822726225,1060,5046.644049988476,2012,10,1,3,3
2167,97,204.80234028325316,1079,19865.827007475556,2012,5,13,5,3
9302,19,117.24580588456364,1029,2227.670311806709,2011,9,1,0,3
6109,54,433.7148842122208,1068,23420.60374745992,2010,10,13,1,3
5327,57,81.6467074042843,1059,4653.862322044205,2010,7,21,1,3
6810,42,316.1065498668709,1005,13276.47509440858,2012,5,5,4,3
4655,98,461.70339073226666,1084,45246.93229176213,2011,8,23,1,3
4793,71,337.5239590561175,1010,23964.201092984345,2011,2,17,3,3
7738,31,98.64486163955762,1023,3057.990710826286,2011,4,16,4,3
2577,52,76.98969192985324,1091,4003.463980352368,2012,6,21,4,3
3220,2,126.90046001919494,1078,253.80092003838988,2011,7,18,5,3
2030,83,196.3120095954326,1050,16293.896796420908,2011,11,10,5,3
7691,38,80.42035689310164,1018,3055.9735619378625,2010,8,17,1,3
4992,32,399.1092191542175,1049,12771.49501293496,2012,4,7,4,3
1913,10,179.16063596183545,1080,1791.6063596183544,2012,9,15,0,3
7358,8,468.1072812204505,1002,3744.858249763604,2012,7,19,6,3
3181,90,421.4029411536266,1002,37926.2647038264,2011,2,27,4,3
4197,94,454.5003131380416,1091,42723.02943497591,2011,9,9,2,3
7040,75,147.95186478676646,1030,11096.389859007484,2010,7,21,0,3
2462,20,287.2920403672729,1046,5745.8408073454575,2012,5,21,3,3
8037,20,161.40330950313637,1007,3228.0661900627274,2011,3,5,1,3
5994,9,129.21730727884298,1016,1162.9557655095869,2010,9,25,1,3
6308,72,303.9363038200728,1098,21883.41387504524,2011,7,10,5,3
7221,15,409.1796949192913,1099,6137.695423789369,2011,3,13,2,3
8090,98,47.70530525720047,1090,4675.119915205646,2012,5,1,1,3
8769,88,138.60861192166965,1044,12197.557849106928,2012,3,21,3,3
1687,97,103.36195626217749,1096,10026.109757431215,2011,3,26,4,3
5661,63,399.37673640487606,1059,25160.73439350719,2011,12,6,1,3
2894,91,466.7526644730175,1074,42474.49246704459,2011,7,25,3,3
8389,21,40.89141238149613,1020,858.7196600114186,2011,9,3,5,3
5922,5,190.22749393891328,1069,951.1374696945664,2011,5,17,0,3
7322,35,457.3400123166097,1020,16006.90043108134,2012,12,12,6,3
4183,85,172.97447205260286,1057,14702.830124471244,2012,11,27,3,3
4797,68,356.6180567205379,1054,24250.02785699657,2011,4,11,5,3
6178,48,51.23252687315216,1027,2459.161289911304,2011,4,8,2,3
4968,80,222.749378274459,1080,17819.95026195672,2012,3,25,3,3
3716,95,252.14708702022256,1081,23953.973266921144,2011,8,12,6,3
1190,90,379.0743749145451,1074,34116.69374230906,2012,10,11,1,3
2335,62,145.1235006393333,1045,8997.657039638663,2012,12,22,4,3
9181,35,132.830097702713,1043,4649.053419594955,2012,1,5,3,3
1378,70,152.18086742771985,1088,10652.66071994039,2012,3,28,2,3
4829,97,278.29255788807666,1093,26994.378115143438,2010,2,8,0,3
7380,21,438.12620231891066,1024,9200.650248697124,2011,12,12,2,3
1615,80,415.6397568341921,1070,33251.18054673537,2011,11,22,5,3
3330,39,29.914882549089956,1048,1166.6804194145082,2011,11,6,0,3
2754,34,439.59860053471976,1045,14946.352418180471,2012,12,9,3,3
1463,15,48.45957773497752,1090,726.8936660246628,2012,7,25,4,3
5267,6,208.258686590116,1089,1249.552119540696,2012,6,17,2,3
4158,66,382.9368151878564,1062,25273.829802398523,2011,1,28,4,3
4624,88,41.67400698093764,1076,3667.312614322512,2012,3,2,5,3
5938,56,21.15944045820645,1087,1184.9286656595611,2010,11,1,3,3
6417,49,165.6679060017863,1011,8117.727394087528,2011,4,18,4,3
7004,92,365.23287832080007,1077,33601.424805513605,2010,10,3,4,3
9881,1,261.35646234848525,1056,261.35646234848525,2010,11,14,2,3
6603,65,209.08393343423413,1072,13590.45567322522,2011,7,13,3,3
3212,28,406.7235854403452,1063,11388.260392329665,2010,3,2,4,3
7120,20,383.58792183492807,1030,7671.758436698561,2010,4,22,0,3
6818,48,393.2355616572483,1003,18875.30695954792,2012,11,4,1,3
1382,72,230.40368515065177,1053,16589.065330846926,2010,7,15,0,3
3256,65,10.705172003523607,1082,695.8361802290345,2012,4,5,5,3
2412,90,86.89634977227358,1064,7820.671479504622,2010,9,10,4,3
7146,51,370.9089137100362,1092,18916.35459921185,2011,12,9,3,3
